query_index,query_image_id_metadata,predicted_candidate_index,predicted_candidate_image_id,predicted_candidate_concept,topk_candidate_image_ids,nearest_train_index,nearest_train_image_id,nearest_train_concept,score,output,source,source_kind,selection_note,prompt,leakage_policy
133,pickax_05s,133,pickax_05s,pickax,pickax_05s;backscratcher_01b;cleaver_07s;punch2_14s;spoon_04s,4831,emerald_02s,emerald,0.1349009871482849,recons/experiments/diffusion_prompt/133.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of pickax, backscratcher, cleaver, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
134,pie_18s,134,pie_18s,pie,pie_18s;meatloaf_12s;croissant_06s;bun_01b;bread_19s,8768,meat_grinder_09s,meat_grinder,0.15302793681621552,recons/experiments/diffusion_prompt/134.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of pie, meatloaf, croissant, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
135,pigeon_05s,57,crow_11s,crow,crow_11s;pigeon_05s;antelope_01b;goose_02s;ostrich_03s,7523,jug_04s,jug,0.13571104407310486,recons/experiments/diffusion_prompt/135.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of crow, pigeon, antelope, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
136,piglet_02s,136,piglet_02s,piglet,piglet_02s;possum_05s;lamb_01b;cat_01b;gorilla_18s,13869,stockings_10s,stockings,0.12847809493541718,recons/experiments/diffusion_prompt/136.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of piglet, possum, lamb, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
137,pocket_04s,137,pocket_04s,pocket,pocket_04s;pajamas_13s;glove_11s;kneepad_12s;cleat_09s,1982,burrito_03s,burrito,0.14260981976985931,recons/experiments/diffusion_prompt/137.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of pocket, pajamas, glove, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
138,pocketknife_01b,138,pocketknife_01b,pocketknife,pocketknife_01b;tape_recorder_01b;top_hat_13s;music_box_06s;tongs_12s,130,aloe_01b,aloe,0.13602493703365326,recons/experiments/diffusion_prompt/138.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of pocketknife, tape recorder, top hat, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
139,popcorn_07s,28,calamari_01b,calamari,calamari_01b;meatloaf_12s;tomato_sauce_02s;omelet_10s;popcorn_07s,2705,charcoal_06s,charcoal,0.20992594957351685,recons/experiments/diffusion_prompt/139.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of calamari, meatloaf, tomato sauce, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
140,popsicle_04s,124,orange_07s,orange,orange_07s;croissant_06s;sausage_04s;fruit_01b;seed_07s,1363,board_04s,board,0.15446585416793823,recons/experiments/diffusion_prompt/140.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of orange, croissant, sausage, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
141,possum_05s,141,possum_05s,possum,possum_05s;gopher_09s;piglet_02s;lamb_01b;beaver_04s,15998,waterwheel_09s,waterwheel,0.13564322888851166,recons/experiments/diffusion_prompt/141.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of possum, gopher, piglet, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
142,pretzel_01b,134,pie_18s,pie,pie_18s;glove_11s;croissant_06s;bun_01b;seed_07s,8768,meat_grinder_09s,meat_grinder,0.15302793681621552,recons/experiments/diffusion_prompt/142.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of pie, glove, croissant, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
143,pug_09s,87,gorilla_18s,gorilla,gorilla_18s;grasshopper_06s;elephant_11n;cat_01b;ostrich_03s,14840,toaster_oven_01b,toaster_oven,0.15393224358558655,recons/experiments/diffusion_prompt/143.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of gorilla, grasshopper, elephant, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
144,punch2_14s,144,punch2_14s,punch2,punch2_14s;ladle_13s;spoon_04s;spatula_08s;pickax_05s,131,aloe_02s,aloe,0.15549762547016144,recons/experiments/diffusion_prompt/144.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of punch2, ladle, spoon, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
145,purse_06s,145,purse_06s,purse,purse_06s;duffel_bag_03s;coat_01b;cleat_09s;ice_pack_01b,5228,firewood_09s,firewood,0.15348047018051147,recons/experiments/diffusion_prompt/145.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of purse, duffel bag, coat, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
146,radish_10s,157,scallion_04s,scallion,scallion_04s;okra_14n;radish_10s;jelly_bean_06s;orange_07s,10911,pothole_02s,pothole,0.147633358836174,recons/experiments/diffusion_prompt/146.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of scallion, okra, radish, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
147,raspberry_10n,147,raspberry_10n,raspberry,raspberry_10n;strawberry_09n;fruit_01b;croissant_06s;lightning_bug_11s,11401,rattlesnake_02s,rattlesnake,0.1352551281452179,recons/experiments/diffusion_prompt/147.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of raspberry, strawberry, fruit, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
148,recorder_14s,2,backscratcher_01b,backscratcher,backscratcher_01b;tape_recorder_01b;bullet_01s;folder_11s;sandpaper_08s,11524,reindeer_05s,reindeer,0.13315632939338684,recons/experiments/diffusion_prompt/148.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of backscratcher, tape recorder, bullet, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
149,rhinoceros_09s,1,antelope_01b,antelope,antelope_01b;crow_11s;rhinoceros_09s;flamingo_05s;seagull_09s,15375,tulip_06s,tulip,0.13245685398578644,recons/experiments/diffusion_prompt/149.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of antelope, crow, rhinoceros, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
150,robot_02s,62,dalmatian_12s,dalmatian,dalmatian_12s;gorilla_18s;robot_02s;lamb_01b;elephant_11n,13578,squid_09s,squid,0.1328793168067932,recons/experiments/diffusion_prompt/150.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of dalmatian, gorilla, robot, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
151,rooster_03s,151,rooster_03s,rooster,rooster_03s;pheasant_20s;eagle_06s;goose_02s;antelope_01b,10104,pen_05s,pen,0.13807161152362823,recons/experiments/diffusion_prompt/151.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of rooster, pheasant, eagle, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
152,rug_09s,152,rug_09s,rug,rug_09s;meatloaf_12s;pepper1_14s;bread_19s;bush_07s,9416,noose_07s,noose,0.14914290606975555,recons/experiments/diffusion_prompt/152.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of rug, meatloaf, pepper1, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
153,sailboat_05s,153,sailboat_05s,sailboat,sailboat_05s;submarine_09s;cruise_ship_03s;ferry_06s;aircraft_carrier_06s,7232,icepick_03s,icepick,0.14486685395240784,recons/experiments/diffusion_prompt/153.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of sailboat, submarine, cruise ship, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
154,sandal_03s,56,croissant_06s,croissant,croissant_06s;calamari_01b;crepe_18s;omelet_10s;pie_18s,15107,trailer_08s,trailer,0.14327162504196167,recons/experiments/diffusion_prompt/154.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of croissant, calamari, crepe, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
155,sandpaper_08s,155,sandpaper_08s,sandpaper,sandpaper_08s;bread_19s;backscratcher_01b;sausage_04s;meatloaf_12s,13875,stomach_06s,stomach,0.1598401814699173,recons/experiments/diffusion_prompt/155.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of sandpaper, bread, backscratcher, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
156,sausage_04s,156,sausage_04s,sausage,sausage_04s;croissant_06s;bread_19s;meatloaf_12s;bun_01b,14245,switch_06s,switch,0.12312759459018707,recons/experiments/diffusion_prompt/156.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of sausage, croissant, bread, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
157,scallion_04s,157,scallion_04s,scallion,scallion_04s;pear_01b;okra_14n;glove_11s;dragonfly_01b,10911,pothole_02s,pothole,0.147633358836174,recons/experiments/diffusion_prompt/157.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of scallion, pear, okra, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
158,scallop_02s,112,meatloaf_12s,meatloaf,meatloaf_12s;crepe_18s;creme_brulee_01b;scallop_02s;omelet_10s,8108,leotard_09s,leotard,0.15450967848300934,recons/experiments/diffusion_prompt/158.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of meatloaf, crepe, creme brulee, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
159,scooter_07s,180,television_12s,television,television_12s;folder_11s;wok_12s;modem_04s;candlestick_04s,13692,star_fruit_03s,star_fruit,0.14082619547843933,recons/experiments/diffusion_prompt/159.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of television, folder, wok, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
160,seagull_09s,160,seagull_09s,seagull,seagull_09s;antelope_01b;lamb_01b;rhinoceros_09s;flamingo_05s,15830,wallet_01b,wallet,0.1484244167804718,recons/experiments/diffusion_prompt/160.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of seagull, antelope, lamb, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
161,seaweed_07s,161,seaweed_07s,seaweed,seaweed_07s;bush_07s;gondola_11s;marijuana_13s;bench_01b,12227,scoop_08s,scoop,0.14058250188827515,recons/experiments/diffusion_prompt/161.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of seaweed, bush, gondola, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
162,seed_07s,162,seed_07s,seed,seed_07s;meatloaf_12s;tomato_sauce_02s;cashew_01b;calamari_01b,4573,dryer_04s,dryer,0.12767618894577026,recons/experiments/diffusion_prompt/162.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of seed, meatloaf, tomato sauce, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
163,skateboard_01b,163,skateboard_01b,skateboard,skateboard_01b;treadmill_11s;nightstand_05s;slide_04s;ladle_13s,4097,dandelion_08s,dandelion,0.13191881775856018,recons/experiments/diffusion_prompt/163.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of skateboard, treadmill, nightstand, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
164,sled_10s,164,sled_10s,sled,sled_10s;highchair_04s;chime_08s;crib_14n;laundry_basket_12s,13056,smoke_alarm_07s,smoke_alarm,0.160441592335701,recons/experiments/diffusion_prompt/164.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of sled, highchair, chime, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
165,sleeping_bag_01b,165,sleeping_bag_01b,sleeping_bag,sleeping_bag_01b;boat_01b;ice_pack_01b;golf_cart_06s;balance_beam_04s,3729,cougar_10s,cougar,0.12331223487854004,recons/experiments/diffusion_prompt/165.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of sleeping bag, boat, ice pack, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
166,slide_04s,166,slide_04s,slide,slide_04s;chime_08s;sled_10s;treadmill_11s;skateboard_01b,7502,jigsaw_puzzle_03s,jigsaw_puzzle,0.1460917592048645,recons/experiments/diffusion_prompt/166.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of slide, chime, sled, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
167,slingshot_07s,154,sandal_03s,sandal,sandal_03s;bonnet_08s;slingshot_07s;headscarf_03s;lampshade_05s,15550,underwear_01b,underwear,0.1276189535856247,recons/experiments/diffusion_prompt/167.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of sandal, bonnet, slingshot, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
168,snowshoe_04s,168,snowshoe_04s,snowshoe,snowshoe_04s;pocketknife_01b;sandal_03s;chain_01b;chest2_02s,15481,tuxedo_02s,tuxedo,0.1367921382188797,recons/experiments/diffusion_prompt/168.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of snowshoe, pocketknife, sandal, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
169,spatula_08s,169,spatula_08s,spatula,spatula_08s;basketball_05s;bullet_01s;chain_01b;grenade_03s,16081,wetsuit_02s,wetsuit,0.14425957202911377,recons/experiments/diffusion_prompt/169.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of spatula, basketball, bullet, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
170,spoon_04s,170,spoon_04s,spoon,spoon_04s;cleaver_07s;backscratcher_01b;ladle_13s;baseball_bat_10s,14426,tank2_07s,tank2,0.15504667162895203,recons/experiments/diffusion_prompt/170.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of spoon, cleaver, backscratcher, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
171,station_wagon_04s,171,station_wagon_04s,station_wagon,station_wagon_04s;chest2_02s;bush_07s;jeep_05s;modem_04s,3380,collar_01b,collar,0.14511467516422272,recons/experiments/diffusion_prompt/171.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of station wagon, chest2, bush, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
172,stethoscope_11s,172,stethoscope_11s,stethoscope,stethoscope_11s;chime_08s;punch2_14s;pickax_05s;slingshot_07s,4610,duct_tape_01b,duct_tape,0.13763855397701263,recons/experiments/diffusion_prompt/172.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of stethoscope, chime, punch2, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
173,strawberry_09n,112,meatloaf_12s,meatloaf,meatloaf_12s;croissant_06s;bread_19s;cookie_09s;pepper1_14s,8108,leotard_09s,leotard,0.15450967848300934,recons/experiments/diffusion_prompt/173.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of meatloaf, croissant, bread, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
174,submarine_09s,174,submarine_09s,submarine,submarine_09s;windshield_09s;balance_beam_04s;boat_01b;television_12s,5348,flashbulb_09s,flashbulb,0.14338430762290955,recons/experiments/diffusion_prompt/174.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of submarine, windshield, balance beam, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
175,suit_13s,44,coat_01b,coat,coat_01b;suit_13s;coverall_06s;pajamas_13s;headscarf_03s,5769,gargoyle_10s,gargoyle,0.15896166861057281,recons/experiments/diffusion_prompt/175.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of coat, suit, coverall, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
176,t-shirt_15s,176,t-shirt_15s,t-shirt,t-shirt_15s;coat_01b;hoodie_08s;headscarf_03s;coverall_06s,1110,bin_01b,bin,0.13101685047149658,recons/experiments/diffusion_prompt/176.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of t-shirt, coat, hoodie, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
177,table_07s,169,spatula_08s,spatula,spatula_08s;table_07s;backscratcher_01b;wallpaper_01b;chain_01b,16081,wetsuit_02s,wetsuit,0.14425957202911377,recons/experiments/diffusion_prompt/177.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of spatula, table, backscratcher, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
178,taillight_08s,178,taillight_08s,taillight,taillight_08s;tape_recorder_01b;cd_player_02s;egg_12s;sandal_03s,13013,slot_04s,slot,0.1353716254234314,recons/experiments/diffusion_prompt/178.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of taillight, tape recorder, cd player, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
179,tape_recorder_01b,179,tape_recorder_01b,tape_recorder,tape_recorder_01b;cd_player_02s;music_box_06s;coffeemaker_13s;tool_10s,4760,egg_roll_01b,egg_roll,0.1372048258781433,recons/experiments/diffusion_prompt/179.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of tape recorder, cd player, music box, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
180,television_12s,180,television_12s,television,television_12s;modem_04s;nightstand_05s;coat_01b;windshield_09s,13692,star_fruit_03s,star_fruit,0.14082619547843933,recons/experiments/diffusion_prompt/180.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of television, modem, nightstand, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
181,tiara_07s,181,tiara_07s,tiara,tiara_07s;glove_11s;face_mask_12s;tube_top_11s;jeep_05s,15457,turntable_08s,turntable,0.12878981232643127,recons/experiments/diffusion_prompt/181.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of tiara, glove, face mask, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
182,tick_06s,182,tick_06s,tick,tick_06s;mosquito_02s;grasshopper_06s;lightning_bug_11s;eagle_06s,16080,wetsuit_01b,wetsuit,0.13566449284553528,recons/experiments/diffusion_prompt/182.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of tick, mosquito, grasshopper, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
183,tomato_sauce_02s,183,tomato_sauce_02s,tomato_sauce,tomato_sauce_02s;creme_brulee_01b;meatloaf_12s;crumb_12s;pepper1_14s,14797,tinsel_08s,tinsel,0.13955408334732056,recons/experiments/diffusion_prompt/183.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of tomato sauce, creme brulee, meatloaf, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
184,tongs_12s,184,tongs_12s,tongs,tongs_12s;bullet_01s;pickax_05s;chopsticks_11s;spatula_08s,3616,corn_07s,corn,0.14024101197719574,recons/experiments/diffusion_prompt/184.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of tongs, bullet, pickax, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
185,tool_10s,185,tool_10s,tool,tool_10s;gondola_11s;metal_detector_02s;jukebox_01n;crib_14n,9297,nail_polish_08s,nail_polish,0.15661317110061646,recons/experiments/diffusion_prompt/185.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of tool, gondola, metal detector, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
186,top_hat_13s,186,top_hat_13s,top_hat,top_hat_13s;breadbox_01b;chest2_02s;bush_07s;treadmill_11s,6959,honeypot_10s,honeypot,0.13465705513954163,recons/experiments/diffusion_prompt/186.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of top hat, breadbox, chest2, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
187,treadmill_11s,187,treadmill_11s,treadmill,treadmill_11s;slide_04s;bench_01b;gondola_11s;cart_09s,15251,trigger_02s,trigger,0.14355391263961792,recons/experiments/diffusion_prompt/187.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of treadmill, slide, bench, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
188,tube_top_11s,188,tube_top_11s,tube_top,tube_top_11s;pajamas_13s;coat_01b;kneepad_12s;pocket_04s,12891,ski_boots_02s,ski_boots,0.142442986369133,recons/experiments/diffusion_prompt/188.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of tube top, pajamas, coat, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
189,turkey_01s,110,manatee_05s,manatee,manatee_05s;beaver_04s;gorilla_18s;pheasant_20s;gopher_09s,1808,broom_09s,broom,0.1523025929927826,recons/experiments/diffusion_prompt/189.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of manatee, beaver, gorilla, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
190,unicycle_10s,181,tiara_07s,tiara,tiara_07s;tick_06s;eagle_06s;unicycle_10s;hoodie_08s,15457,turntable_08s,turntable,0.12878981232643127,recons/experiments/diffusion_prompt/190.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of tiara, tick, eagle, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
191,vise_11s,28,calamari_01b,calamari,calamari_01b;crepe_18s;omelet_10s;croissant_06s;tomato_sauce_02s,2705,charcoal_06s,charcoal,0.20992594957351685,recons/experiments/diffusion_prompt/191.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of calamari, crepe, omelet, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
192,volleyball_10s,48,coffeemaker_13s,coffeemaker,coffeemaker_13s;kettle_03n;treadmill_11s;candlestick_04s;espresso_01b,2932,chipmunk_03n,chipmunk,0.1349259912967682,recons/experiments/diffusion_prompt/192.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of coffeemaker, kettle, treadmill, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
193,wallpaper_01b,27,bush_07s,bush,bush_07s;wallpaper_01b;rug_09s;bench_01b;meatloaf_12s,9186,mug_07s,mug,0.16769593954086304,recons/experiments/diffusion_prompt/193.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of bush, wallpaper, rug, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
194,walnut_02s,112,meatloaf_12s,meatloaf,meatloaf_12s;croissant_06s;omelet_10s;calamari_01b;scallop_02s,8108,leotard_09s,leotard,0.15450967848300934,recons/experiments/diffusion_prompt/194.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of meatloaf, croissant, omelet, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
195,wheat_05n,153,sailboat_05s,sailboat,sailboat_05s;wheat_05n;cruise_ship_03s;aircraft_carrier_06s;ferry_06s,7232,icepick_03s,icepick,0.14486685395240784,recons/experiments/diffusion_prompt/195.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of sailboat, wheat, cruise ship, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
196,wheelchair_02s,196,wheelchair_02s,wheelchair,wheelchair_02s;highchair_04s;sled_10s;crib_14n;chime_08s,16014,wax_paper_05s,wax_paper,0.13825403153896332,recons/experiments/diffusion_prompt/196.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of wheelchair, highchair, sled, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
197,windshield_09s,115,modem_04s,modem,modem_04s;windshield_09s;cd_player_02s;television_12s;coat_01b,4343,doily_04s,doily,0.1309315711259842,recons/experiments/diffusion_prompt/197.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of modem, windshield, cd player, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
198,wine_05s,198,wine_05s,wine,wine_05s;egg_12s;coffeemaker_13s;espresso_01b;creme_brulee_01b,8788,medal_09s,medal,0.12953270971775055,recons/experiments/diffusion_prompt/198.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of wine, egg, coffeemaker, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
199,wok_12s,199,wok_12s,wok,wok_12s;backscratcher_01b;dreidel_01b;pickax_05s;cleaver_07s,3719,couch_10s,couch,0.14332589507102966,recons/experiments/diffusion_prompt/199.png,generated_diffusion_prompt,generated_diffusion_prompt,global_train_nearest,"a centered high quality photo of wok, backscratcher, dreidel, simple background, natural color, sharp object",uses only train images or deterministic placeholders as reconstruction sources; never copies test ground truth images
